"AAR","AARMND","ANTALL_ARBEIDSSOKERE","BOSTED_FYLKE_NR_NAVN","ALDER_GRUPPE_5AARIG","HOVEDGRUPPETEKST","KJONN"
2024,202408,49,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Kvinner"
2024,202401,67,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2024,202407,12,"34 Innlandet","65-69 år","Helt ledige","Kvinner"
2024,202409,71,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2024,202405,237,"34 Innlandet","35-39 år","Helt ledige","Menn"
2025,202507,72,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202412,72,"34 Innlandet","50-54 år","Delvis ledige","Kvinner"
2024,202401,84,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2024,202401,248,"34 Innlandet","40-44 år","Helt ledige","Menn"
2024,202408,171,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2024,202404,86,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2024,202412,266,"34 Innlandet","35-39 år","Helt ledige","Menn"
2024,202403,17,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Menn"
2024,202405,45,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2025,202506,79,"34 Innlandet","25-29 år","Delvis ledige","Menn"
2025,202508,71,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2025,202508,58,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2024,202404,72,"34 Innlandet","25-29 år","Delvis ledige","Kvinner"
2025,202507,30,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Kvinner"
2024,202408,25,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2025,202502,51,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Menn"
2024,202404,104,"34 Innlandet","35-39 år","Delvis ledige","Menn"
2024,202404,1,"34 Innlandet","70 år og over","Helt ledige","Menn"
2024,202412,11,"34 Innlandet","65-69 år","Delvis ledige","Kvinner"
2025,202502,30,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Menn"
2024,202404,112,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2025,202506,218,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2025,202502,76,"34 Innlandet","45-49 år","Delvis ledige","Menn"
2024,202412,81,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2025,202503,86,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2025,202502,228,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2024,202403,76,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Menn"
2024,202406,144,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2024,202410,86,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2024,202404,55,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2024,202404,116,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2025,202508,68,"34 Innlandet","25-29 år","Delvis ledige","Kvinner"
2025,202501,65,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Kvinner"
2024,202407,7,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Menn"
2024,202405,1,"34 Innlandet","70 år og over","Helt ledige","Menn"
2024,202401,82,"34 Innlandet","60-64 år","Delvis ledige","Menn"
2024,202404,81,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2025,202508,170,"34 Innlandet","55-59 år","Helt ledige","Menn"
2025,202507,32,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2024,202402,70,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2025,202504,151,"34 Innlandet","60-64 år","Helt ledige","Menn"
2025,202501,307,"34 Innlandet","35-39 år","Helt ledige","Menn"
2024,202409,72,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2024,202401,63,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2024,202406,42,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Menn"
2024,202408,72,"34 Innlandet","60-64 år","Helt ledige","Kvinner"
2024,202412,81,"34 Innlandet","55-59 år","Helt ledige","Kvinner"
2025,202508,23,"34 Innlandet","65-69 år","Helt ledige","Kvinner"
2025,202501,32,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2025,202506,15,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2024,202407,46,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2025,202507,64,"34 Innlandet","19 år og under","Helt ledige","Menn"
2024,202406,34,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2024,202410,1,"34 Innlandet","70 år og over","Helt ledige","Kvinner"
2025,202508,32,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Menn"
2025,202503,95,"34 Innlandet","20-24 år","Delvis ledige","Menn"
2024,202408,81,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2025,202504,274,"34 Innlandet","35-39 år","Helt ledige","Menn"
2025,202504,61,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Kvinner"
2024,202408,71,"34 Innlandet","55-59 år","Delvis ledige","Menn"
2025,202503,294,"34 Innlandet","25-29 år","Helt ledige","Menn"
2025,202505,294,"34 Innlandet","35-39 år","Helt ledige","Menn"
2024,202405,181,"34 Innlandet","45-49 år","Helt ledige","Menn"
2025,202503,76,"34 Innlandet","60-64 år","Delvis ledige","Menn"
2025,202508,35,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Kvinner"
2025,202503,55,"34 Innlandet","60-64 år","Helt ledige","Kvinner"
2025,202505,74,"34 Innlandet","20-24 år","Delvis ledige","Kvinner"
2024,202411,66,"34 Innlandet","65-69 år","Helt ledige","Menn"
2024,202411,89,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2024,202412,61,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2024,202412,84,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2025,202502,47,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2024,202410,47,"34 Innlandet","19 år og under","Helt ledige","Kvinner"
2025,202505,11,"34 Innlandet","19 år og under","Delvis ledige","Kvinner"
2025,202502,63,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2025,202508,2,"34 Innlandet","70 år og over","Helt ledige","Menn"
2024,202403,1,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Kvinner"
2025,202508,175,"34 Innlandet","40-44 år","Helt ledige","Kvinner"
2025,202506,156,"34 Innlandet","50-54 år","Helt ledige","Menn"
2024,202403,144,"34 Innlandet","60-64 år","Helt ledige","Menn"
2025,202501,54,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2025,202504,80,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2024,202401,58,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Kvinner"
2024,202411,169,"34 Innlandet","50-54 år","Helt ledige","Menn"
2024,202409,65,"34 Innlandet","60-64 år","Helt ledige","Kvinner"
2024,202408,57,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202401,66,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2024,202402,117,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2024,202402,94,"34 Innlandet","20-24 år","Delvis ledige","Kvinner"
2025,202506,66,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2024,202401,33,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2024,202405,15,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2024,202407,1,"34 Innlandet","70 år og over","Helt ledige","Menn"
2024,202408,177,"34 Innlandet","55-59 år","Helt ledige","Menn"
2025,202508,221,"34 Innlandet","20-24 år","Helt ledige","Menn"
2024,202403,70,"34 Innlandet","55-59 år","Helt ledige","Kvinner"
2025,202503,70,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Menn"
2025,202505,57,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2025,202505,90,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202401,87,"34 Innlandet","35-39 år","Delvis ledige","Kvinner"
2024,202406,164,"34 Innlandet","40-44 år","Helt ledige","Kvinner"
2024,202405,54,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Kvinner"
2024,202403,70,"34 Innlandet","65-69 år","Helt ledige","Menn"
2024,202403,111,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2024,202411,32,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2025,202501,81,"34 Innlandet","50-54 år","Delvis ledige","Menn"
2024,202401,92,"34 Innlandet","40-44 år","Delvis ledige","Kvinner"
2025,202505,59,"34 Innlandet","19 år og under","Helt ledige","Menn"
2024,202410,47,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2025,202507,5,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2025,202501,30,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Menn"
2025,202508,147,"34 Innlandet","50-54 år","Helt ledige","Menn"
2024,202407,53,"34 Innlandet","25-29 år","Delvis ledige","Menn"
2024,202401,180,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2025,202507,17,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Menn"
2025,202507,210,"34 Innlandet","20-24 år","Helt ledige","Menn"
2024,202404,107,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2025,202501,173,"34 Innlandet","40-44 år","Helt ledige","Kvinner"
2025,202508,40,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2025,202501,63,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2025,202501,7,"34 Innlandet","65-69 år","Delvis ledige","Kvinner"
2024,202408,19,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2025,202508,24,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2024,202405,7,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2024,202408,9,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2025,202508,13,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Menn"
2025,202503,87,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2024,202410,84,"34 Innlandet","50-54 år","Delvis ledige","Menn"
2025,202507,63,"34 Innlandet","65-69 år","Helt ledige","Menn"
2024,202402,14,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Kvinner"
2024,202405,74,"34 Innlandet","55-59 år","Helt ledige","Kvinner"
2024,202411,42,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2024,202410,42,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2025,202507,162,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2024,202412,28,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2025,202506,127,"34 Innlandet","40-44 år","Delvis ledige","Kvinner"
2024,202409,3,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Menn"
2024,202404,91,"34 Innlandet","55-59 år","Delvis ledige","Menn"
2025,202501,66,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Kvinner"
2025,202503,83,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2024,202404,19,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2024,202403,12,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2024,202407,81,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2024,202401,58,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2024,202405,69,"34 Innlandet","60-64 år","Helt ledige","Kvinner"
2024,202411,63,"34 Innlandet","60-64 år","Helt ledige","Kvinner"
2025,202507,30,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Menn"
2024,202409,19,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2025,202507,2,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Kvinner"
2025,202506,11,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Menn"
2024,202411,5,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2025,202501,299,"34 Innlandet","25-29 år","Helt ledige","Menn"
2025,202503,63,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2024,202411,294,"34 Innlandet","30-34 år","Helt ledige","Menn"
2025,202502,71,"34 Innlandet","50-54 år","Delvis ledige","Kvinner"
2025,202504,214,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2024,202407,51,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2025,202508,61,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2025,202501,203,"34 Innlandet","55-59 år","Helt ledige","Menn"
2024,202409,110,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2024,202412,67,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Kvinner"
2025,202503,101,"34 Innlandet","35-39 år","Delvis ledige","Menn"
2024,202401,65,"34 Innlandet","50-54 år","Delvis ledige","Kvinner"
2025,202506,237,"34 Innlandet","30-34 år","Helt ledige","Menn"
2024,202408,129,"15 Møre og Romsdal","40-44 år","Helt ledige","Kvinner"
2024,202405,63,"15 Møre og Romsdal","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202408,47,"15 Møre og Romsdal","55-59 år","Delvis ledige","Kvinner"
2024,202412,45,"15 Møre og Romsdal","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2025,202508,36,"15 Møre og Romsdal","20-24 år","Arbeidssøkere på tiltak","Menn"
2025,202503,192,"15 Møre og Romsdal","20-24 år","Helt ledige","Menn"
2024,202402,69,"15 Møre og Romsdal","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2025,202501,66,"15 Møre og Romsdal","20-24 år","Delvis ledige","Menn"
2024,202412,114,"15 Møre og Romsdal","25-29 år","Helt ledige","Kvinner"
2024,202410,84,"15 Møre og Romsdal","40-44 år","Delvis ledige","Kvinner"
2024,202410,150,"15 Møre og Romsdal","35-39 år","Helt ledige","Kvinner"
2025,202508,67,"15 Møre og Romsdal","40-44 år","Delvis ledige","Kvinner"
2025,202508,42,"15 Møre og Romsdal","55-59 år","Delvis ledige","Menn"
2025,202505,73,"15 Møre og Romsdal","20-24 år","Helt ledige","Kvinner"
2024,202401,74,"15 Møre og Romsdal","35-39 år","Delvis ledige","Kvinner"
2025,202508,65,"15 Møre og Romsdal","35-39 år","Delvis ledige","Kvinner"
2024,202409,32,"15 Møre og Romsdal","60-64 år","Delvis ledige","Kvinner"
2025,202503,52,"15 Møre og Romsdal","19 år og under","Helt ledige","Menn"
2024,202406,9,"15 Møre og Romsdal","19 år og under","Delvis ledige","Kvinner"
2024,202401,7,"15 Møre og Romsdal","19 år og under","Delvis ledige","Menn"
2025,202502,1,"15 Møre og Romsdal","65-69 år","Arbeidssøkere på tiltak","Kvinner"
2025,202503,37,"15 Møre og Romsdal","45-49 år","Delvis ledige","Menn"
2025,202508,40,"15 Møre og Romsdal","50-54 år","Delvis ledige","Menn"
2024,202401,205,"15 Møre og Romsdal","35-39 år","Helt ledige","Menn"
2025,202503,80,"15 Møre og Romsdal","50-54 år","Helt ledige","Kvinner"
2025,202506,175,"15 Møre og Romsdal","35-39 år","Helt ledige","Menn"
2024,202408,62,"15 Møre og Romsdal","45-49 år","Delvis ledige","Kvinner"
2025,202508,58,"15 Møre og Romsdal","35-39 år","Delvis ledige","Menn"
2025,202502,233,"15 Møre og Romsdal","20-24 år","Helt ledige","Menn"
2024,202410,49,"15 Møre og Romsdal","25-29 år","Delvis ledige","Kvinner"
2024,202409,40,"15 Møre og Romsdal","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2025,202501,10,"15 Møre og Romsdal","60-64 år","Arbeidssøkere på tiltak","Menn"
2024,202406,50,"15 Møre og Romsdal","55-59 år","Delvis ledige","Menn"
2024,202404,39,"15 Møre og Romsdal","20-24 år","Delvis ledige","Kvinner"
2024,202411,13,"15 Møre og Romsdal","65-69 år","Delvis ledige","Menn"
2024,202403,144,"15 Møre og Romsdal","50-54 år","Helt ledige","Menn"
2025,202508,179,"15 Møre og Romsdal","40-44 år","Helt ledige","Menn"
2025,202501,146,"15 Møre og Romsdal","25-29 år","Helt ledige","Kvinner"
2024,202408,17,"15 Møre og Romsdal","65-69 år","Delvis ledige","Kvinner"
2024,202409,43,"15 Møre og Romsdal","25-29 år","Delvis ledige","Menn"
2024,202411,59,"15 Møre og Romsdal","45-49 år","Delvis ledige","Kvinner"
2024,202402,60,"15 Møre og Romsdal","20-24 år","Delvis ledige","Menn"
2024,202404,48,"15 Møre og Romsdal","40-44 år","Arbeidssøkere på tiltak","Menn"
2024,202401,62,"15 Møre og Romsdal","20-24 år","Arbeidssøkere på tiltak","Menn"
2024,202401,58,"15 Møre og Romsdal","25-29 år","Delvis ledige","Kvinner"
2025,202501,66,"15 Møre og Romsdal","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2024,202406,125,"15 Møre og Romsdal","40-44 år","Helt ledige","Kvinner"
2024,202403,68,"15 Møre og Romsdal","50-54 år","Delvis ledige","Menn"
2025,202505,45,"15 Møre og Romsdal","60-64 år","Helt ledige","Kvinner"
2024,202404,109,"15 Møre og Romsdal","40-44 år","Helt ledige","Kvinner"
2024,202401,15,"15 Møre og Romsdal","19 år og under","Arbeidssøkere på tiltak","Menn"
2025,202503,9,"15 Møre og Romsdal","60-64 år","Arbeidssøkere på tiltak","Menn"
2025,202507,7,"15 Møre og Romsdal","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2024,202411,121,"15 Møre og Romsdal","40-44 år","Helt ledige","Kvinner"
2024,202412,138,"15 Møre og Romsdal","40-44 år","Helt ledige","Kvinner"
2025,202507,116,"15 Møre og Romsdal","45-49 år","Helt ledige","Kvinner"
2024,202409,30,"15 Møre og Romsdal","20-24 år","Delvis ledige","Kvinner"
2024,202402,60,"15 Møre og Romsdal","25-29 år","Delvis ledige","Kvinner"
2024,202404,42,"15 Møre og Romsdal","55-59 år","Delvis ledige","Kvinner"
2024,202404,55,"15 Møre og Romsdal","25-29 år","Delvis ledige","Menn"
2024,202402,133,"15 Møre og Romsdal","30-34 år","Helt ledige","Kvinner"
2024,202401,63,"15 Møre og Romsdal","25-29 år","Arbeidssøkere på tiltak","Menn"
2024,202403,75,"15 Møre og Romsdal","35-39 år","Delvis ledige","Menn"
2024,202412,102,"15 Møre og Romsdal","55-59 år","Helt ledige","Menn"
2025,202508,51,"15 Møre og Romsdal","20-24 år","Delvis ledige","Menn"
2024,202403,96,"15 Møre og Romsdal","25-29 år","Helt ledige","Kvinner"
2024,202411,56,"15 Møre og Romsdal","25-29 år","Delvis ledige","Kvinner"
2025,202505,33,"15 Møre og Romsdal","60-64 år","Delvis ledige","Kvinner"
2025,202505,3,"15 Møre og Romsdal","19 år og under","Delvis ledige","Menn"
2025,202505,10,"15 Møre og Romsdal","65-69 år","Delvis ledige","Kvinner"
2024,202407,9,"15 Møre og Romsdal","60-64 år","Arbeidssøkere på tiltak","Menn"
2024,202404,21,"15 Møre og Romsdal","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2025,202507,1,"15 Møre og Romsdal","70 år og over","Helt ledige","Menn"
2024,202407,1,"15 Møre og Romsdal","65-69 år","Arbeidssøkere på tiltak","Menn"
2025,202501,52,"15 Møre og Romsdal","40-44 år","Delvis ledige","Menn"
2024,202403,55,"15 Møre og Romsdal","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202412,67,"15 Møre og Romsdal","25-29 år","Delvis ledige","Menn"
2024,202409,56,"15 Møre og Romsdal","45-49 år","Delvis ledige","Kvinner"
2024,202404,147,"15 Møre og Romsdal","45-49 år","Helt ledige","Menn"
2025,202504,189,"15 Møre og Romsdal","20-24 år","Helt ledige","Menn"
2025,202505,168,"15 Møre og Romsdal","40-44 år","Helt ledige","Menn"
2025,202504,36,"15 Møre og Romsdal","30-34 år","Arbeidssøkere på tiltak","Menn"
2024,202409,101,"15 Møre og Romsdal","50-54 år","Helt ledige","Menn"
2024,202410,185,"15 Møre og Romsdal","35-39 år","Helt ledige","Menn"
2025,202508,34,"15 Møre og Romsdal","60-64 år","Delvis ledige","Menn"
2025,202502,43,"15 Møre og Romsdal","30-34 år","Arbeidssøkere på tiltak","Menn"
2024,202405,49,"15 Møre og Romsdal","60-64 år","Helt ledige","Kvinner"
2024,202405,132,"15 Møre og Romsdal","35-39 år","Helt ledige","Kvinner"
2024,202404,68,"15 Møre og Romsdal","20-24 år","Delvis ledige","Menn"
2024,202401,2,"15 Møre og Romsdal","70 år og over","Helt ledige","Menn"
2024,202406,11,"15 Møre og Romsdal","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2025,202506,1,"15 Møre og Romsdal","70 år og over","Helt ledige","Menn"
2024,202403,2,"15 Møre og Romsdal","65-69 år","Arbeidssøkere på tiltak","Menn"
2025,202507,26,"15 Møre og Romsdal","30-34 år","Arbeidssøkere på tiltak","Menn"
2024,202408,44,"15 Møre og Romsdal","45-49 år","Delvis ledige","Menn"
2025,202508,101,"15 Møre og Romsdal","50-54 år","Helt ledige","Menn"
2025,202508,96,"15 Møre og Romsdal","50-54 år","Helt ledige","Kvinner"
2025,202505,47,"15 Møre og Romsdal","50-54 år","Delvis ledige","Menn"
2024,202405,170,"15 Møre og Romsdal","25-29 år","Helt ledige","Menn"
2025,202506,67,"15 Møre og Romsdal","55-59 år","Delvis ledige","Menn"
2025,202504,76,"15 Møre og Romsdal","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202412,51,"15 Møre og Romsdal","50-54 år","Delvis ledige","Kvinner"
2024,202411,201,"15 Møre og Romsdal","35-39 år","Helt ledige","Menn"
